언론사,Influence_Score
KBS,1.8787597811898618
MBC,1.7965364728501743
OBS,-0.23561641812317916
SBS,1.523114826684615
YTN,0.9799556912398525
경향신문,1.3038057336108095
국민일보,0.0583927173476364
내일신문,-2.4534144638781106
동아일보,2.3916114416605967
문화일보,0.8817698318562378
서울신문,-0.042056601962892896
세계일보,-0.5628379187832737
시사IN,-1.3889957552354877
아시아투데이,-0.31949845835002194
조선일보,3.2785811290696896
중앙일보,2.547787393028454
한겨레,0.1203951063519302
한국일보,0.7115261494836624
